O*NET-SOC Code,Title,dv_rating_alpha,dv_rating_beta,dv_rating_gamma,human_rating_alpha,human_rating_beta,human_rating_gamma,Job Zone,Active_Learning_Importance,Active_Learning_Level,Critical_Thinking_Importance,Critical_Thinking_Level,Learning_Strategies_Importance,Learning_Strategies_Level,Monitoring_Importance,Monitoring_Level,Active_Listening_Importance,Active_Listening_Level,Mathematics_Importance,Mathematics_Level,Programming_Importance,Programming_Level,Reading_Comprehension_Importance,Reading_Comprehension_Level,Science_Importance,Science_Level,Speaking_Importance,Speaking_Level,Writing_Importance,Writing_Level,degree_of_automation_context,importance_of_being_exact_or_accurate_context,importance_of_repeating_same_tasks_context,structured_versus_unstructured_work_context
47-4031.00,Fence Erectors,0.0512820512820512,0.0512820512820512,0.0512820512820512,0.0,0.0256410256410256,0.0512820512820512,2,31,27,50,41,31,29,50,41,50,32,31,37.0,0,0.0,38,30,3,0.0,50,30,25,29,0.35,0.77,0.61,0.88
47-4041.00,Hazardous Materials Removal Workers,0.032258064516129,0.0806451612903225,0.1290322580645161,0.0,0.032258064516129,0.064516129032258,3,50,43,63,52,38,32,66,45,56,43,25,30.0,6,0.0,53,43,25,25.0,53,41,50,41,0.28,0.69,0.54,0.54
47-4051.00,Highway Maintenance Workers,0.0,0.0161290322580645,0.032258064516129,0.0,0.0,0.0,2,35,30,47,39,25,25,53,39,50,41,28,27.0,3,0.0,44,39,0,0.0,50,39,28,27,0.32,0.78,0.63,0.59
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,0.0,0.0,0.0,0.0,0.0,0.0,2,41,34,53,43,38,32,53,41,50,39,31,29.0,0,0.0,35,32,6,0.0,47,32,31,30,0.29,0.73,0.58,0.77
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,0.0625,0.078125,0.09375,0.03125,0.09375,0.15625,1,44,37,53,43,41,34,47,41,50,41,35,34.0,0,0.0,44,41,6,0.0,44,36,38,37,0.14,0.6,0.49,0.69
47-4091.00,Segmental Pavers,0.0,0.0416666666666666,0.0833333333333333,0.0,0.0833333333333333,0.1666666666666666,2,41,36,56,43,35,34,47,41,63,43,25,29.0,0,0.0,44,39,3,0.0,63,39,41,37,0.4,0.69,0.56,0.68
47-4099.03,Weatherization Installers and Technicians,0.15,0.2,0.25,0.05,0.2,0.35,2,47,41,56,46,44,34,60,46,53,43,44,39.0,16,13.0,50,43,25,13.0,53,43,47,43,0.17,0.65,0.52,0.65
47-5011.00,"Derrick Operators, Oil and Gas",0.0,0.0,0.0,0.0,0.0,0.0,1,44,37,63,45,44,41,60,50,56,43,35,36.0,0,0.0,47,41,6,0.0,60,43,44,37,0.17,0.73,0.79,0.73
47-5012.00,"Rotary Drill Operators, Oil and Gas",0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0,0.0263157894736842,0.0526315789473684,2,47,43,66,46,50,45,63,46,60,41,35,27.0,0,0.0,53,43,6,0.0,56,41,50,43,0.21,0.9,0.85,0.74
47-5013.00,"Service Unit Operators, Oil and Gas",0.064516129032258,0.064516129032258,0.064516129032258,0.064516129032258,0.1451612903225806,0.2258064516129032,2,50,43,69,46,47,34,66,48,60,43,44,34.0,19,13.0,50,43,10,5.0,50,43,50,43,0.28,0.84,0.77,0.74
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",0.0,0.0,0.0,0.0,0.0,0.0,2,50,41,50,43,35,32,53,43,50,43,31,32.0,0,0.0,50,43,0,0.0,50,39,38,34,0.18,0.7,0.57,0.73
47-5023.00,"Earth Drillers, Except Oil and Gas",0.0909090909090909,0.1363636363636363,0.1818181818181818,0.0,0.1136363636363636,0.2272727272727273,2,44,32,56,43,31,29,53,45,50,43,31,25.0,0,0.0,44,36,16,11.0,50,41,35,34,0.22,0.66,0.41,0.77
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",0.125,0.1354166666666666,0.1458333333333333,0.0208333333333333,0.1145833333333333,0.2083333333333333,2,53,45,66,50,50,41,69,52,72,48,38,41.0,0,0.0,53,52,22,20.0,60,45,47,41,0.3,0.88,0.6,0.65
47-5041.00,Continuous Mining Machine Operators,0.0,0.0,0.0,0.0,0.06,0.12,2,44,36,56,45,35,36,50,43,50,41,25,20.0,0,0.0,44,32,10,0.0,50,32,28,29,0.16,0.78,0.55,0.71
47-5043.00,"Roof Bolters, Mining",0.0,0.0,0.0,0.0,0.0,0.0,2,47,41,60,43,31,36,56,45,53,41,28,25.0,0,0.0,35,32,13,11.0,50,32,28,32,0.16,0.72,0.69,0.46
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",0.0232558139534883,0.0232558139534883,0.0232558139534883,0.0232558139534883,0.0813953488372093,0.1395348837209302,2,25,25,47,39,22,18,44,36,53,39,13,9.0,0,0.0,47,36,3,0.0,41,36,25,25,0.33,0.59,0.35,0.74
47-5051.00,"Rock Splitters, Quarry",0.0,0.0769230769230769,0.1538461538461538,0.0,0.0769230769230769,0.1538461538461538,1,28,30,44,37,25,29,47,36,50,37,22,21.0,0,0.0,44,34,3,0.0,41,37,28,30,0.21,0.69,0.35,0.45
47-5071.00,"Roustabouts, Oil and Gas",0.0,0.0,0.0,0.0,0.0,0.0,1,44,34,53,34,31,29,56,39,47,36,25,25.0,0,0.0,28,27,6,0.0,41,30,22,23,0.33,0.8,0.68,0.68
47-5081.00,Helpers--Extraction Workers,0.0,0.0,0.0,0.0,0.0652173913043478,0.1304347826086956,2,47,37,53,41,41,32,69,45,50,37,38,32.0,0,0.0,44,36,10,7.0,47,34,35,32,0.13,0.74,0.53,0.76
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",0.0256410256410256,0.4102564102564102,0.7948717948717948,0.0769230769230769,0.2692307692307692,0.4615384615384615,3,56,54,69,55,53,54,75,57,66,54,47,45.0,22,16.0,66,57,19,20.0,69,55,50,50,0.12,0.86,0.72,0.88
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",0.2857142857142857,0.3673469387755101,0.4489795918367346,0.0816326530612244,0.2040816326530612,0.3265306122448979,3,50,43,63,45,41,37,50,43,66,43,22,25.0,28,18.0,53,45,22,23.0,56,43,50,43,0.37,0.75,0.66,0.86
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",0.0476190476190476,0.1071428571428571,0.1666666666666666,0.0476190476190476,0.0833333333333333,0.119047619047619,3,47,39,56,45,41,34,53,45,60,41,41,43.0,25,18.0,53,48,10,13.0,53,43,47,39,0.19,0.91,0.55,0.87
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",0.234375,0.28125,0.328125,0.109375,0.203125,0.296875,3,53,43,66,54,47,41,60,46,63,48,31,32.0,25,23.0,60,52,25,29.0,56,45,50,45,0.17,0.79,0.72,0.69
49-2091.00,Avionics Technicians,0.12,0.24,0.36,0.08,0.14,0.2,3,50,45,69,54,41,37,53,46,60,46,28,30.0,16,13.0,56,50,47,41.0,60,43,56,45,0.19,0.86,0.47,0.71
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",0.0961538461538461,0.1057692307692307,0.1153846153846153,0.0,0.0192307692307692,0.0384615384615384,3,47,45,69,48,44,39,47,45,53,43,41,39.0,19,13.0,50,43,28,30.0,50,43,47,39,0.13,0.88,0.56,0.73
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",0.16,0.24,0.32,0.08,0.16,0.24,3,31,34,66,43,28,32,53,43,60,43,28,32.0,16,11.0,53,45,28,32.0,50,43,50,43,0.22,0.8,0.53,0.74
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",0.1794871794871795,0.3076923076923077,0.4358974358974359,0.1794871794871795,0.282051282051282,0.3846153846153846,3,50,43,69,54,47,43,53,45,53,52,44,41.0,28,30.0,53,57,44,39.0,53,45,50,43,0.34,0.85,0.57,0.83
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",0.24,0.34,0.44,0.0,0.16,0.32,3,47,43,69,48,31,32,50,43,53,45,31,34.0,22,16.0,60,50,41,34.0,53,41,47,43,0.34,0.94,0.8,0.67
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.125,0.25,3,44,34,63,45,38,32,47,41,60,43,31,32.0,22,16.0,53,45,22,21.0,50,43,47,41,0.15,0.93,0.62,0.73
49-2097.00,Audiovisual Equipment Installers and Repairers,0.1904761904761904,0.238095238095238,0.2857142857142857,0.0,0.0952380952380952,0.1904761904761904,3,60,45,60,52,53,41,47,41,60,45,35,34.0,28,21.0,63,50,31,25.0,53,43,44,36,0.21,0.8,0.38,0.93
49-2098.00,Security and Fire Alarm Systems Installers,0.0666666666666666,0.1666666666666666,0.2666666666666666,0.1,0.1833333333333333,0.2666666666666666,3,47,43,60,50,35,34,50,45,56,45,28,30.0,19,13.0,53,46,19,18.0,60,43,47,41,0.11,0.83,0.51,0.85
49-3011.00,Aircraft Mechanics and Service Technicians,0.0895522388059701,0.1343283582089552,0.1791044776119403,0.0149253731343283,0.0597014925373134,0.1044776119402985,3,50,45,72,57,41,41,60,45,56,48,31,32.0,13,7.0,69,57,38,37.0,60,46,47,43,0.23,0.88,0.67,0.78
49-3021.00,Automotive Body and Related Repairers,0.0,0.0425531914893617,0.0851063829787234,0.0212765957446808,0.0425531914893617,0.0638297872340425,2,47,32,50,43,31,30,50,41,50,43,28,29.0,19,11.0,47,41,6,0.0,50,39,35,30,0.16,0.85,0.47,0.74
49-3022.00,Automotive Glass Installers and Repairers,0.0,0.0,0.0,0.0,0.0,0.0,2,41,34,47,39,35,30,47,37,47,39,25,25.0,3,0.0,38,36,13,7.0,50,37,35,34,0.02,0.78,0.54,0.52
49-3023.00,Automotive Service Technicians and Mechanics,0.0363636363636363,0.0818181818181818,0.1272727272727272,0.0363636363636363,0.0727272727272727,0.109090909090909,3,50,43,64,46,31,35,49,43,56,44,27,27.0,17,12.0,50,40,20,24.0,50,41,45,37,0.19,0.86,0.54,0.74
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,0.0,0.0,0.0,0.0,0.0,0.0,3,44,43,56,46,44,36,50,43,47,43,25,25.0,16,9.0,47,41,22,23.0,53,41,38,36,0.1,0.56,0.36,0.79
49-3041.00,Farm Equipment Mechanics and Service Technicians,0.1153846153846153,0.1153846153846153,0.1153846153846153,0.1538461538461538,0.173076923076923,0.1923076923076923,3,50,43,63,52,41,37,50,41,53,41,44,36.0,19,11.0,53,41,22,23.0,53,43,44,36,0.08,0.88,0.5,0.75
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",0.05,0.1,0.15,0.05,0.125,0.2,3,50,43,56,48,41,39,50,45,50,45,47,37.0,16,9.0,53,48,22,21.0,50,43,50,41,0.12,0.84,0.63,0.69
49-3043.00,Rail Car Repairers,0.064516129032258,0.0967741935483871,0.1290322580645161,0.064516129032258,0.064516129032258,0.064516129032258,2,44,39,56,48,41,32,47,39,50,43,28,30.0,0,0.0,47,39,19,14.0,50,34,47,39,0.11,0.71,0.45,0.68
49-3051.00,Motorboat Mechanics and Service Technicians,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0,0.0384615384615384,0.0769230769230769,3,35,32,60,45,25,29,47,43,53,43,31,29.0,16,9.0,44,39,25,25.0,50,37,38,36,0.14,0.73,0.35,0.71
49-3052.00,Motorcycle Mechanics,0.0,0.0,0.0,0.0,0.0,0.0,3,53,45,53,45,41,32,53,43,53,43,31,30.0,6,0.0,50,43,22,18.0,53,43,44,41,0.02,0.93,0.7,0.82
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,0.1428571428571428,0.1785714285714285,0.2142857142857142,0.0714285714285714,0.1071428571428571,0.1428571428571428,2,44,39,56,43,38,30,47,39,53,39,25,29.0,10,5.0,47,37,19,16.0,47,36,41,36,0.09,0.69,0.52,0.68
49-3091.00,Bicycle Repairers,0.0,0.1034482758620689,0.2068965517241379,0.0689655172413793,0.0689655172413793,0.0689655172413793,2,47,36,66,45,44,34,47,41,66,43,28,29.0,3,0.0,50,43,6,0.0,60,43,47,36,0.03,0.87,0.31,0.87
49-3092.00,Recreational Vehicle Service Technicians,0.0606060606060606,0.0606060606060606,0.0606060606060606,0.0606060606060606,0.0909090909090909,0.1212121212121212,2,50,45,60,50,35,34,50,43,60,46,25,25.0,13,7.0,50,41,16,13.0,60,45,47,39,0.05,0.78,0.48,0.62
49-3093.00,Tire Repairers and Changers,0.0,0.0,0.0,0.0,0.0,0.0,2,31,29,50,34,28,32,47,32,50,36,25,27.0,0,0.0,38,29,0,0.0,50,32,31,30,0.27,0.88,0.62,0.67
49-9011.00,Mechanical Door Repairers,0.0909090909090909,0.1363636363636363,0.1818181818181818,0.0454545454545454,0.0681818181818181,0.0909090909090909,2,50,32,63,43,41,30,50,43,53,43,38,36.0,0,0.0,53,41,0,0.0,53,43,44,41,0.17,0.73,0.55,0.75
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",0.0952380952380952,0.1309523809523809,0.1666666666666666,0.0476190476190476,0.0714285714285714,0.0952380952380952,3,47,43,60,45,38,34,53,43,53,41,28,21.0,16,11.0,50,45,19,16.0,53,43,50,41,0.31,0.81,0.57,0.69
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",0.0701754385964912,0.1052631578947368,0.1403508771929824,0.0701754385964912,0.1403508771929824,0.2105263157894736,3,52,44,63,50,47,39,53,46,61,45,42,39.0,13,9.0,55,46,25,21.0,53,44,49,43,0.18,0.75,0.5,0.75
49-9031.00,Home Appliance Repairers,0.0727272727272727,0.1454545454545454,0.2181818181818181,0.0727272727272727,0.109090909090909,0.1454545454545454,2,47,32,69,46,28,30,47,41,60,45,28,29.0,16,9.0,53,41,19,18.0,63,43,44,39,0.2,0.81,0.51,0.78
49-9041.00,Industrial Machinery Mechanics,0.1935483870967742,0.2741935483870967,0.3548387096774194,0.064516129032258,0.1451612903225806,0.2258064516129032,3,53,45,66,50,41,41,53,45,53,43,35,36.0,19,21.0,47,43,19,21.0,50,43,44,39,0.3,0.68,0.49,0.63
49-9043.00,"Maintenance Workers, Machinery",0.1142857142857142,0.1428571428571428,0.1714285714285714,0.1142857142857142,0.1142857142857142,0.1142857142857142,3,44,30,50,43,28,27,47,39,50,43,28,23.0,16,11.0,50,41,16,11.0,47,39,28,32,0.4,0.78,0.54,0.68
49-9044.00,Millwrights,0.0,0.0217391304347826,0.0434782608695652,0.0,0.0434782608695652,0.0869565217391304,2,47,45,66,45,50,41,53,45,56,43,41,39.0,16,9.0,50,43,13,9.0,50,43,44,41,0.28,0.94,0.62,0.67
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",0.0,0.0,0.0,0.0,0.0,0.0,2,35,30,47,43,31,30,44,39,50,41,25,25.0,0,0.0,47,37,0,0.0,44,39,38,32,0.18,0.68,0.52,0.47
49-9051.00,Electrical Power-Line Installers and Repairers,0.0,0.0,0.0,0.0,0.0,0.0,2,50,43,53,43,44,39,56,43,60,46,25,27.0,6,0.0,50,43,19,14.0,47,41,38,39,0.12,0.89,0.45,0.74
49-9052.00,Telecommunications Line Installers and Repairers,0.03125,0.03125,0.03125,0.0,0.03125,0.0625,2,44,37,53,45,31,29,50,41,50,43,25,25.0,16,9.0,47,43,19,16.0,53,39,41,41,0.2,0.85,0.64,0.8
49-9061.00,Camera and Photographic Equipment Repairers,0.04,0.24,0.44,0.0,0.04,0.08,3,50,45,63,48,41,32,47,41,53,45,35,36.0,19,18.0,53,50,28,27.0,50,43,41,43,0.05,0.91,0.49,0.85
49-9062.00,Medical Equipment Repairers,0.1515151515151515,0.303030303030303,0.4545454545454546,0.2121212121212121,0.2727272727272727,0.3333333333333333,3,50,46,56,52,47,41,53,46,47,41,44,45.0,16,9.0,56,54,31,32.0,47,41,47,41,0.26,0.8,0.42,0.79
49-9063.00,Musical Instrument Repairers and Tuners,0.0,0.0196078431372549,0.0392156862745098,0.0,0.0,0.0,3,50,43,63,46,47,36,50,43,53,43,25,29.0,6,0.0,50,43,22,18.0,53,43,38,39,0.12,0.94,0.67,0.83
49-9064.00,Watch and Clock Repairers,0.1333333333333333,0.1999999999999999,0.2666666666666666,0.0666666666666666,0.1666666666666666,0.2666666666666666,3,31,32,53,43,25,23,41,32,50,43,25,29.0,0,0.0,47,41,19,18.0,50,39,31,32,0.01,0.97,0.38,0.92
49-9071.00,"Maintenance and Repair Workers, General",0.0392156862745098,0.1372549019607843,0.2352941176470588,0.0,0.0784313725490196,0.1568627450980392,3,53,45,56,45,31,34,53,45,50,43,35,32.0,10,7.0,50,45,22,16.0,50,43,47,41,0.37,0.74,0.52,0.84
49-9081.00,Wind Turbine Service Technicians,0.0,0.0434782608695652,0.0869565217391304,0.0,0.0434782608695652,0.0869565217391304,3,53,45,63,45,50,43,56,45,53,45,28,39.0,16,9.0,56,46,25,29.0,53,43,47,39,0.28,0.82,0.8,0.67
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",0.3214285714285714,0.3214285714285714,0.3214285714285714,0.1785714285714285,0.1964285714285714,0.2142857142857142,2,41,30,47,41,22,25,47,43,47,41,25,29.0,10,5.0,47,41,16,9.0,47,37,41,36,0.22,0.76,0.76,0.75
49-9092.00,Commercial Divers,0.0,0.0666666666666666,0.1333333333333333,0.0,0.0888888888888888,0.1777777777777777,3,50,45,72,54,47,43,53,46,69,52,28,30.0,0,0.0,56,50,38,32.0,66,48,50,43,0.14,0.82,0.6,0.76
49-9094.00,Locksmiths and Safe Repairers,0.08,0.08,0.08,0.08,0.08,0.08,2,47,41,53,45,31,32,44,39,53,43,38,30.0,16,11.0,50,43,0,0.0,53,43,41,34,0.18,0.87,0.62,0.74
49-9095.00,Manufactured Building and Mobile Home Installers,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.1153846153846153,0.1538461538461538,2,60,43,69,46,60,45,63,48,60,41,41,41.0,0,0.0,53,45,16,13.0,60,41,41,41,0.01,0.83,0.41,0.81
49-9096.00,Riggers,0.0,0.0,0.0,0.0,0.037037037037037,0.074074074074074,2,41,32,53,43,16,16,53,45,53,43,16,14.0,0,0.0,53,34,10,7.0,50,39,35,34,0.24,0.86,0.64,0.67
49-9097.00,Signal and Track Switch Repairers,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0,0.0384615384615384,0.0769230769230769,3,47,43,69,48,41,39,47,45,50,43,38,32.0,25,13.0,47,41,19,13.0,47,36,47,43,0.25,0.75,0.52,0.87
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",0.0,0.0333333333333333,0.0666666666666666,0.0,0.0,0.0,2,41,36,53,39,38,30,53,37,53,39,25,23.0,10,5.0,41,30,3,0.0,50,34,28,29,0.28,0.72,0.53,0.68
49-9099.01,Geothermal Technicians,0.064516129032258,0.2096774193548387,0.3548387096774194,0.2903225806451612,0.3064516129032258,0.3225806451612903,2,53,43,56,45,28,32,69,52,50,43,44,45.0,22,16.0,56,45,28,29.0,50,43,50,43,0.52,0.66,0.68,0.72
51-1011.00,First-Line Supervisors of Production and Operating Workers,0.15,0.4,0.65,0.0,0.225,0.45,3,53,45,69,54,53,45,69,55,72,57,35,41.0,6,0.0,63,54,13,9.0,72,54,53,52,0.33,0.81,0.59,0.8
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",0.0,0.025,0.05,0.0,0.025,0.05,2,47,43,53,45,41,41,53,45,53,45,38,39.0,13,14.0,50,45,19,21.0,50,43,44,43,0.29,0.86,0.66,0.71
51-2021.00,"Coil Winders, Tapers, and Finishers",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.1388888888888889,0.2777777777777778,2,31,27,47,41,25,27,53,43,50,41,19,16.0,0,0.0,47,39,0,0.0,47,36,28,29,0.16,0.98,0.66,0.68
51-2022.00,Electrical and Electronic Equipment Assemblers,0.0384615384615384,0.0961538461538461,0.1538461538461538,0.0,0.0576923076923076,0.1153846153846153,2,41,39,50,43,28,29,53,41,50,41,28,29.0,6,0.0,56,45,22,21.0,47,39,47,37,0.19,0.78,0.49,0.67
51-2023.00,Electromechanical Equipment Assemblers,0.0,0.0454545454545454,0.0909090909090909,0.0,0.0,0.0,2,35,30,50,41,22,23,47,39,47,39,25,27.0,13,7.0,50,43,25,29.0,50,37,38,30,0.32,0.79,0.64,0.62
51-2031.00,Engine and Other Machine Assemblers,0.0,0.0952380952380952,0.1904761904761904,0.0,0.0,0.0,2,35,32,50,43,25,29,50,43,50,43,25,29.0,19,11.0,53,45,22,23.0,50,41,31,32,0.22,0.87,0.5,0.65
51-2041.00,Structural Metal Fabricators and Fitters,0.0,0.0227272727272727,0.0454545454545454,0.0,0.0227272727272727,0.0454545454545454,3,31,23,50,32,10,11,44,36,50,43,25,27.0,0,0.0,50,34,13,9.0,50,36,25,29,0.1,0.85,0.55,0.86
51-2051.00,Fiberglass Laminators and Fabricators,0.0,0.0208333333333333,0.0416666666666666,0.0833333333333333,0.0833333333333333,0.0833333333333333,2,47,39,47,41,41,39,53,45,50,41,35,30.0,0,0.0,50,39,19,14.0,50,37,47,36,0.19,0.69,0.65,0.39
51-2061.00,Timing Device Assemblers and Adjusters,0.0,0.06,0.12,0.0,0.0,0.0,2,28,32,47,41,28,29,47,37,47,37,25,23.0,10,7.0,44,37,25,25.0,44,37,38,34,0.23,0.65,0.31,0.77
51-2092.00,Team Assemblers,0.1764705882352941,0.2352941176470588,0.2941176470588235,0.0,0.088235294117647,0.1764705882352941,2,31,30,50,41,35,30,53,43,53,43,25,21.0,16,9.0,50,41,0,0.0,50,43,44,41,0.27,0.92,0.45,0.64
51-3011.00,Bakers,0.1470588235294117,0.2647058823529412,0.3823529411764705,0.088235294117647,0.1176470588235294,0.1470588235294117,2,50,43,50,43,31,29,56,41,50,39,31,30.0,0,0.0,47,39,19,13.0,50,41,31,30,0.38,0.8,0.52,0.81
51-3021.00,Butchers and Meat Cutters,0.0526315789473684,0.131578947368421,0.2105263157894736,0.0,0.0263157894736842,0.0526315789473684,2,38,30,50,43,31,29,50,41,53,43,35,29.0,3,0.0,50,43,6,0.0,50,43,31,39,0.36,0.73,0.5,0.63
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",0.0,0.0,0.0,0.0,0.0,0.0,1,35,32,50,41,31,32,50,37,53,32,31,27.0,0,0.0,35,32,0,0.0,50,37,28,30,0.47,0.88,0.63,0.47
51-3023.00,Slaughterers and Meat Packers,0.0,0.0,0.0,0.0,0.0,0.0,2,25,21,35,27,25,18,31,27,41,32,19,11.0,0,0.0,22,25,0,0.0,44,27,19,14,0.23,0.7,0.52,0.61
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0,0.0666666666666666,0.1333333333333333,2,38,37,53,43,38,36,63,43,53,41,13,11.0,6,0.0,53,41,19,13.0,50,41,47,41,0.56,0.83,0.65,0.54
51-3092.00,Food Batchmakers,0.1025641025641025,0.1153846153846153,0.1282051282051282,0.1282051282051282,0.1538461538461538,0.1794871794871795,2,44,30,53,41,28,29,47,43,50,43,44,34.0,3,0.0,53,43,25,25.0,50,43,47,41,0.44,0.81,0.77,0.44
51-3093.00,Food Cooking Machine Operators and Tenders,0.1290322580645161,0.1290322580645161,0.1290322580645161,0.0,0.032258064516129,0.064516129032258,2,41,34,50,34,28,29,53,41,50,43,25,27.0,6,0.0,53,39,22,20.0,41,34,44,37,0.47,0.67,0.51,0.94
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",0.0,0.0208333333333333,0.0416666666666666,0.0416666666666666,0.0833333333333333,0.125,2,41,32,53,39,31,30,53,46,47,37,38,36.0,13,7.0,47,41,22,16.0,50,36,41,29,0.43,0.75,0.62,0.5
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",0.0,0.0416666666666666,0.0833333333333333,0.0,0.0416666666666666,0.0833333333333333,2,35,30,47,41,35,32,53,45,53,43,28,30.0,6,0.0,53,41,10,9.0,47,41,44,39,0.49,0.76,0.64,0.63
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",0.1176470588235294,0.1764705882352941,0.2352941176470588,0.0,0.0735294117647058,0.1470588235294117,2,50,43,53,43,47,39,63,43,53,39,35,36.0,16,9.0,50,41,10,5.0,56,39,41,37,0.42,0.85,0.68,0.69
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",0.0,0.01,0.02,0.0,0.02,0.04,2,41,32,50,39,25,29,56,43,50,39,35,34.0,3,0.0,47,41,16,13.0,50,39,41,34,0.44,0.85,0.51,0.71
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.0,0.0303030303030303,0.0606060606060606,0.0,0.0,0.0,2,44,34,50,45,28,30,53,45,50,43,28,32.0,6,0.0,50,41,13,9.0,50,43,35,39,0.51,0.93,0.63,0.64
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.032258064516129,0.064516129032258,0.0967741935483871,0.0,0.064516129032258,0.1290322580645161,2,41,32,50,41,31,29,53,43,47,37,44,43.0,19,11.0,53,41,13,7.0,50,36,35,29,0.48,0.91,0.67,0.77
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.1290322580645161,0.1612903225806451,0.1935483870967742,0.0,0.032258064516129,0.064516129032258,2,31,29,47,43,31,25,53,43,50,41,28,32.0,16,9.0,50,43,19,11.0,47,37,31,30,0.58,0.88,0.69,0.7
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",0.2068965517241379,0.2413793103448275,0.2758620689655172,0.0,0.0689655172413793,0.1379310344827586,2,41,36,50,41,31,27,56,43,53,43,47,39.0,19,11.0,50,39,16,9.0,50,37,38,32,0.55,0.9,0.64,0.55
51-4041.00,Machinists,0.1632653061224489,0.2346938775510204,0.3061224489795918,0.0,0.1326530612244897,0.2653061224489795,3,44,41,53,45,28,34,53,45,50,41,47,39.0,19,16.0,47,43,13,11.0,50,43,38,37,0.51,0.9,0.72,0.72
51-4051.00,Metal-Refining Furnace Operators and Tenders,0.0833333333333333,0.1041666666666666,0.125,0.0,0.0416666666666666,0.0833333333333333,2,47,30,50,43,31,29,66,45,50,43,38,37.0,0,0.0,50,41,25,23.0,50,41,44,39,0.48,0.77,0.71,0.63
51-4052.00,"Pourers and Casters, Metal",0.0,0.0,0.0,0.0,0.0,0.0,2,31,30,50,43,31,30,50,43,50,43,22,23.0,6,0.0,44,36,19,16.0,47,37,31,29,0.43,0.7,0.5,0.46
51-4061.00,"Model Makers, Metal and Plastic",0.1290322580645161,0.1612903225806451,0.1935483870967742,0.0,0.0967741935483871,0.1935483870967742,3,47,41,53,43,35,29,56,43,50,41,41,41.0,19,13.0,47,43,19,18.0,50,37,44,37,0.28,1.0,0.67,0.53
51-4062.00,"Patternmakers, Metal and Plastic",0.0869565217391304,0.1521739130434782,0.217391304347826,0.0,0.1304347826086956,0.2608695652173913,3,41,32,50,43,28,29,50,45,50,41,35,34.0,28,18.0,50,43,13,7.0,50,41,31,30,0.28,0.78,0.51,0.71
51-4071.00,Foundry Mold and Coremakers,0.0,0.0,0.0,0.0,0.0,0.0,2,31,25,47,36,25,20,53,37,44,32,22,23.0,0,0.0,28,27,6,0.0,41,27,22,23,0.47,0.73,0.38,0.45
